id,department,classification,municipality,municipalCapital,latitude,longitude,altitude,northCoordinate,eastCoordinate,origin
562,CUNDINAMARCA,MUNICIPIO,GRANADA,GRANADA,N 4°31'18{COM},W74°21'17{COM},2250,991449,969613,BOGOTA
563,CUNDINAMARCA,MUNICIPIO,GUACHETÁ,GUACHETA,N 5°23'12{COM},W73°41'25{COM},2750,1087112,1043297,BOGOTA
564,CUNDINAMARCA,MUNICIPIO,GUADUAS,GUADUAS,N 5° 4'10{COM},W74°35'53{COM},992,1052041,942653,BOGOTA
565,CUNDINAMARCA,MUNICIPIO,GUASCA,GUASCA,N 4°52' 8{COM},W73°52'56{COM},2650,1029843,1022040,BOGOTA
566,CUNDINAMARCA,MUNICIPIO,GUATAQUÍ,GUATAQUI,N 4°31'15{COM},W74°47'39{COM},255,991390,920842,BOGOTA
567,CUNDINAMARCA,MUNICIPIO,GUATAVITA,GUATAVITA,N 4°56'11{COM},W73°50'14{COM},2700,1037309,1027029,BOGOTA
568,CUNDINAMARCA,MUNICIPIO,GUAYABAL DE SÍQUIMA,GUAYABAL DE SIQUIMA,N 4°52'53{COM},W74°28'13{COM},1600,1031235,956811,BOGOTA
569,CUNDINAMARCA,MUNICIPIO,GUAYABETAL,GUAYABETAL,N 4°12'59{COM},W73°48'48{COM},972,957690,1029708,BOGOTA
570,CUNDINAMARCA,MUNICIPIO,GUTIÉRREZ,GUTIERREZ,N 4°15'25{COM},W74° 0'25{COM},2275,962170,1008212,BOGOTA
571,CUNDINAMARCA,MUNICIPIO,JERUSALÉN,JERUSALEN,N 4°33'54{COM},W74°42' 5{COM},300,996265,931143,BOGOTA
572,CUNDINAMARCA,MUNICIPIO,JUNÍN,JUNIN,N 4°47'33{COM},W73°40' 2{COM},2325,1021406,1045895,BOGOTA
573,CUNDINAMARCA,MUNICIPIO,LA CALERA,LA CALERA,N 4°43'23{COM},W73°58'19{COM},2581,1013714,1012090,BOGOTA
574,CUNDINAMARCA,MUNICIPIO,LA MESA,LA MESA,N 4°38' 6{COM},W74°27'40{COM},1275,1003987,957812,BOGOTA
575,CUNDINAMARCA,MUNICIPIO,LA PALMA,LA PALMA,N 5°21'50{COM},W74°23'35{COM},1452,1084588,965402,BOGOTA
576,CUNDINAMARCA,MUNICIPIO,LA PEÑA,LA PEÑA,N 5°12' 8{COM},W74°23'48{COM},1230,1066710,964993,BOGOTA
577,CUNDINAMARCA,MUNICIPIO,LA VEGA,LA VEGA,N 5° 0' 3{COM},W74°20'34{COM},1200,1044437,970959,BOGOTA
578,CUNDINAMARCA,MUNICIPIO,LENGUAZAQUE,LENGUAZAQUE,N 5°18'35{COM},W73°42'56{COM},2600,1078601,1040500,BOGOTA
579,CUNDINAMARCA,MUNICIPIO,MACHETÁ,MACHETA,N 5° 5' 3{COM},W73°36'41{COM},2108,1053665,1052066,BOGOTA
580,CUNDINAMARCA,MUNICIPIO,MADRID,MADRID,N 4°44' 5{COM},W74°16' 6{COM},2550,1015006,979207,BOGOTA
581,CUNDINAMARCA,MUNICIPIO,MANTA,MANTA,N 5° 0'44{COM},W73°32'42{COM},1900,1045715,1059435,BOGOTA
582,CUNDINAMARCA,MUNICIPIO,MEDINA,MEDINA,N 4°30'53{COM},W73°21'17{COM},533,990715,1080596,BOGOTA
583,CUNDINAMARCA,MUNICIPIO,MOSQUERA,MOSQUERA,N 4°42'29{COM},W74°13'58{COM},2543,1012056,983151,BOGOTA
584,CUNDINAMARCA,MUNICIPIO,NARIÑO,NARIÑO,N 4°24' 2{COM},W74°49'53{COM},262,978092,916697,BOGOTA
585,CUNDINAMARCA,MUNICIPIO,NEMOCÓN,NEMOCON,N 5° 4' 9{COM},W73°52'49{COM},2583,1051991,1022249,BOGOTA
586,CUNDINAMARCA,MUNICIPIO,NILO,NILO,N 4°18'34{COM},W74°37'27{COM},400,967997,939692,BOGOTA
587,CUNDINAMARCA,MUNICIPIO,NIMAIMA,NIMAIMA,N 5° 7'43{COM},W74°23'17{COM},1175,1058569,965944,BOGOTA
588,CUNDINAMARCA,MUNICIPIO,NOCAIMA,NOCAIMA,N 5° 4'19{COM},W74°22'49{COM},1100,1052302,966803,BOGOTA
589,CUNDINAMARCA,MUNICIPIO,PACHO,PACHO,N 5° 7'59{COM},W74° 9'44{COM},1791,1059053,990985,BOGOTA
590,CUNDINAMARCA,MUNICIPIO,PAIME,PAIME,N 5°22'23{COM},W74° 9'19{COM},950,1085593,991758,BOGOTA
591,CUNDINAMARCA,MUNICIPIO,PANDI,PANDI,N 4°11'39{COM},W74°29'27{COM},925,955239,954487,BOGOTA
592,CUNDINAMARCA,MUNICIPIO,PARATEBUENO,PARATEBUENO,N 4°22'44{COM},W73°13'17{COM},250,975709,1095412,BOGOTA
593,CUNDINAMARCA,MUNICIPIO,PASCA,PASCA,N 4°18'38{COM},W74°18'12{COM},2180,968102,975309,BOGOTA
594,CUNDINAMARCA,MUNICIPIO,PUERTO SALGAR,PUERTO SALGAR,N 5°28'12{COM},W74°39' 9{COM},176,1096344,936656,BOGOTA
595,CUNDINAMARCA,MUNICIPIO,PULÍ,PULI,N 4°41' 8{COM},W74°43' 0{COM},1000,1009598,929459,BOGOTA
596,CUNDINAMARCA,MUNICIPIO,QUEBRADANEGRA,QUEBRADANEGRA,N 5° 7'13{COM},W74°28'59{COM},1300,1057653,955409,BOGOTA
597,CUNDINAMARCA,MUNICIPIO,QUETAME,QUETAME,N 4°19'58{COM},W73°51'59{COM},1400,970559,1023814,BOGOTA
598,CUNDINAMARCA,MUNICIPIO,QUIPILE,QUIPILE,N 4°44'54{COM},W74°32'15{COM},1448,1016525,949344,BOGOTA
599,CUNDINAMARCA,MUNICIPIO,RICAURTE,RICAURTE,N 4°16'50{COM},W74°46'22{COM},284,964815,923191,BOGOTA
600,CUNDINAMARCA,MUNICIPIO,SAN ANTONIO DE TEQUENDAMA,SAN ANTONIO DEL TEQUENDAMA,N 4°37' 3{COM},W74°21'20{COM},1500,1002046,969525,BOGOTA
601,CUNDINAMARCA,MUNICIPIO,SAN BERNARDO,SAN BERNARDO,N 4°10'52{COM},W74°25'35{COM},1750,953792,961642,BOGOTA
602,CUNDINAMARCA,MUNICIPIO,SAN CAYETANO,SAN CAYETANO,N 5°18'16{COM},W74° 4'24{COM},2100,1078006,1000841,BOGOTA
603,CUNDINAMARCA,MUNICIPIO,SAN FRANCISCO,SAN FRANCISCO,N 4°58'39{COM},W74°17'34{COM},1505,1041854,976503,BOGOTA
604,CUNDINAMARCA,MUNICIPIO,SAN JUAN DE RIOSECO,SAN JUAN DE RIOSECO,N 4°51' 2{COM},W74°37'34{COM},1268,1027837,939522,BOGOTA
605,CUNDINAMARCA,MUNICIPIO,SASAIMA,SASAIMA,N 4°57'53{COM},W74°26'13{COM},1191,1040448,960513,BOGOTA
606,CUNDINAMARCA,MUNICIPIO,SESQUILÉ,SESQUILE,N 5° 2'49{COM},W73°48' 3{COM},2601,1049537,1031060,BOGOTA
607,CUNDINAMARCA,MUNICIPIO,SIBATÉ,SIBATE,N 4°29'40{COM},W74°15'50{COM},2574,988435,979693,BOGOTA
608,CUNDINAMARCA,MUNICIPIO,SILVANIA,SILVANIA,N 4°24'21{COM},W74°23'29{COM},1468,978641,965538,BOGOTA
609,CUNDINAMARCA,MUNICIPIO,SIMIJACA,SIMIJACA,N 5°30'23{COM},W73°51'19{COM},2543,1100342,1025004,BOGOTA
610,CUNDINAMARCA,MUNICIPIO,SOACHA,SOACHA,N 4°34'58{COM},W74°13' 6{COM},2555,998202,984751,BOGOTA
611,CUNDINAMARCA,MUNICIPIO,SOPÓ,SOPO,N 4°54'36{COM},W73°56'37{COM},2574,1034388,1015230,BOGOTA
612,CUNDINAMARCA,MUNICIPIO,SUBACHOQUE,SUBACHOQUE,N 4°55'53{COM},W74°10'40{COM},2600,1036752,989257,BOGOTA
613,CUNDINAMARCA,MUNICIPIO,SUESCA,SUESCA,N 5° 6'19{COM},W73°48' 8{COM},2600,1055987,1030903,BOGOTA
614,CUNDINAMARCA,MUNICIPIO,SUPATÁ,SUPATA,N 5° 3'53{COM},W74°14'24{COM},1788,1051498,982359,BOGOTA
615,CUNDINAMARCA,MUNICIPIO,SUSA,SUSA,N 5°27'16{COM},W73°49' 1{COM},2557,1094600,1029254,BOGOTA
616,CUNDINAMARCA,MUNICIPIO,SUTATAUSA,SUTATAUSA,N 5°15' 5{COM},W73°51'23{COM},2600,1072143,1024891,BOGOTA
617,CUNDINAMARCA,MUNICIPIO,TABIO,TABIO,N 4°55' 7{COM},W74° 6' 7{COM},2600,1035338,997668,BOGOTA
618,CUNDINAMARCA,MUNICIPIO,TAUSA,TAUSA,N 5°11'58{COM},W73°53'26{COM},2931,1066397,1021105,BOGOTA
619,CUNDINAMARCA,MUNICIPIO,TENA,TENA,N 4°39'30{COM},W74°23'33{COM},1350,1006564,965427,BOGOTA
620,CUNDINAMARCA,MUNICIPIO,TENJO,TENJO,N 4°52'28{COM},W74° 8'52{COM},2600,1030455,992584,BOGOTA
621,CUNDINAMARCA,MUNICIPIO,TIBACUY,TIBACUY,N 4°21' 1{COM},W74°27'22{COM},1625,972501,958351,BOGOTA
622,CUNDINAMARCA,MUNICIPIO,TIBIRITA,TIBIRITA,N 5° 3'20{COM},W73°30'30{COM},1950,1050510,1063497,BOGOTA
623,CUNDINAMARCA,MUNICIPIO,TOCAIMA,TOCAIMA,N 4°27'41{COM},W74°38'21{COM},399,984801,938040,BOGOTA
624,CUNDINAMARCA,MUNICIPIO,TOCANCIPÁ,TOCANCIPA,N 4°58'11{COM},W73°55' 4{COM},2564,1040993,1018093,BOGOTA
625,CUNDINAMARCA,MUNICIPIO,TOPAIPÍ,TOPAIPI,N 5°20'15{COM},W74°18'23{COM},1300,1081666,975008,BOGOTA
626,CUNDINAMARCA,MUNICIPIO,UBALÁ,UBALA,N 4°44'53{COM},W73°32'13{COM},1900,1016501,1060352,BOGOTA
627,CUNDINAMARCA,MUNICIPIO,UBAQUE,UBAQUE,N 4°29'10{COM},W73°56'16{COM},1820,987513,1015886,BOGOTA
628,CUNDINAMARCA,MUNICIPIO,UBATÉ,UBATE,N 5°18'45{COM},W73°49' 9{COM},2559,1078902,1029015,BOGOTA
629,CUNDINAMARCA,MUNICIPIO,UNE,UNE,N 4°24'22{COM},W74° 1'43{COM},2380,978665,1005806,BOGOTA
630,CUNDINAMARCA,MUNICIPIO,ÚTICA,UTICA,N 5°11'30{COM},W74°29' 3{COM},500,1065548,955291,BOGOTA
631,CUNDINAMARCA,MUNICIPIO,VENECIA,VENECIA,N 4° 5'27{COM},W74°28'51{COM},1630,943812,955592,BOGOTA
632,CUNDINAMARCA,MUNICIPIO,VERGARA,VERGARA,N 5° 7'17{COM},W74°20'56{COM},1350,1057769,970286,BOGOTA
633,CUNDINAMARCA,MUNICIPIO,VIANÍ,VIANI,N 4°52'35{COM},W74°33'57{COM},1480,1030689,946211,BOGOTA
634,CUNDINAMARCA,MUNICIPIO,VILLAGÓMEZ,VILLAGOMEZ,N 5°16'34{COM},W74°11'58{COM},1700,1074874,986861,BOGOTA
635,CUNDINAMARCA,MUNICIPIO,VILLAPINZÓN,VILLAPINZON,N 5°13' 9{COM},W73°36' 1{COM},2724,1068595,1053287,BOGOTA
636,CUNDINAMARCA,MUNICIPIO,VILLETA,VILLETA,N 5° 0'54{COM},W74°28'30{COM},799,1046011,956296,BOGOTA
637,CUNDINAMARCA,MUNICIPIO,VIOTÁ,VIOTA,N 4°26'26{COM},W74°31'30{COM},567,982488,950710,BOGOTA
638,CUNDINAMARCA,MUNICIPIO,YACOPÍ,YACOPI,N 5°27'58{COM},W74°20'20{COM},1200,1095890,971411,BOGOTA
639,CUNDINAMARCA,MUNICIPIO,ZIPACÓN,ZIPACON,N 4°45'43{COM},W74°23' 2{COM},2550,1018021,966387,BOGOTA
640,CUNDINAMARCA,MUNICIPIO,ZIPAQUIRÁ,ZIPAQUIRA,N 5° 1'43{COM},W74° 0'22{COM},2611,1047503,1008296,BOGOTA
641,GUAINIA,MUNICIPIO,INÍRIDA,INIRIDA,N 3°52'16{COM},W67°55'31{COM},94,919505,1017287,ESTE-ESTE
642,GUAINIA,CORREGIMIENTO,BARRANCO MINA,BARRANCO MINA,N 3°29' 3{COM},W69°48'57{COM},119,876810,1140587,ESTE
643,GUAINIA,CORREGIMIENTO,CACAHUAL,CACAHUAL,N 3°31' 9{COM},W67°25' 7{COM},100,880612,1073594,ESTE-ESTE
644,GUAINIA,CORREGIMIENTO,LA GUADALUPE,LA GUADALUPE,N 1°15'20{COM},W66°52'57{COM},80,630312,1133390,ESTE-ESTE
645,GUAINIA,CORREGIMIENTO,MAPIRIPANA,MAPIRIPANA,N 2°48'35{COM},W70°28'50{COM},250,802153,1066756,ESTE
646,GUAINIA,CORREGIMIENTO,MORICHAL NUEVO,MORICHAL NUEVO,N 2°14'34{COM},W70° 1' 4{COM},151,739488,1118269,ESTE
647,GUAINIA,CORREGIMIENTO,PANÁ-PANÁ,PANA-PANA,N 1°50'39{COM},W69° 0'24{COM},200,695394,896990,ESTE-ESTE
648,GUAINIA,CORREGIMIENTO,PUERTO COLOMBIA,PUERTO COLOMBIA,N 2°43'11{COM},W67°34' 6{COM},96,792196,1057000,ESTE-ESTE
649,GUAINIA,CORREGIMIENTO,SAN FELIPE,SAN FELIPE,N 1°54'20{COM},W67° 5' 8{COM},88,702188,1110752,ESTE-ESTE
650,GUAVIARE,MUNICIPIO,SAN JOSÉ DEL GUAVIARE,SAN JOSE DEL GUAVIARE,N 2°34'37{COM},W72°38'45{COM},189,776486,1159615,BOGOTA
651,GUAVIARE,MUNICIPIO,CALAMAR,CALAMAR,N 1°57'57{COM},W72°38'34{COM},233,708890,1160022,BOGOTA
652,GUAVIARE,MUNICIPIO,EL RETORNO,EL RETORNO,N 2°19'54{COM},W72°41'31{COM},200,749350,1154514,BOGOTA
653,GUAVIARE,MUNICIPIO,MIRAFLORES,MIRAFLORES,N 1°21'25{COM},W71°57'57{COM},200,641510,901511,ESTE
654,HUILA,MUNICIPIO,NEIVA,NEIVA,N 2°55'59{COM},W75°17'20{COM},442,815846,865689,BOGOTA
655,HUILA,MUNICIPIO,ACEVEDO,ACEVEDO,N 1°49' 9{COM},W75°53'47{COM},1563,692646,1131810,OESTE
656,HUILA,MUNICIPIO,AGRADO,AGRADO,N 2°15'37{COM},W75°46'31{COM},838,741445,1145249,OESTE
657,HUILA,MUNICIPIO,AIPE,AIPE,N 3°13'32{COM},W75°14'29{COM},391,848192,871006,BOGOTA
658,HUILA,MUNICIPIO,ALGECIRAS,ALGECIRAS,N 2°31'39{COM},W75°19'13{COM},1078,770994,862152,BOGOTA
659,HUILA,MUNICIPIO,ALTAMIRA,ALTAMIRA,N 2° 3'59{COM},W75°47'27{COM},1027,719998,1143536,OESTE
660,HUILA,MUNICIPIO,BARAYA,BARAYA,N 3° 9'24{COM},W75° 3'25{COM},612,840552,891503,BOGOTA
661,HUILA,MUNICIPIO,CAMPOALEGRE,CAMPOALEGRE,N 2°41'21{COM},W75°19'48{COM},531,788876,861088,BOGOTA
662,HUILA,MUNICIPIO,COLOMBIA,COLOMBIA,N 3°22'41{COM},W74°48'19{COM},770,865012,919498,BOGOTA
663,HUILA,MUNICIPIO,ELÍAS,ELIAS,N 2° 1'18{COM},W75°57'30{COM},1500,715038,1124901,OESTE
664,HUILA,MUNICIPIO,GARZÓN,GARZON,N 2°11'55{COM},W75°37'54{COM},830,734639,1161235,OESTE
665,HUILA,MUNICIPIO,GIGANTE,GIGANTE,N 2°23'29{COM},W75°33' 6{COM},808,755965,836394,BOGOTA
666,HUILA,MUNICIPIO,GUADALUPE,GUADALUPE,N 2° 1'42{COM},W75°46'37{COM},888,715790,1145085,OESTE
667,HUILA,MUNICIPIO,HOBO,HOBO,N 2°35' 9{COM},W75°27'19{COM},595,777462,847141,BOGOTA
668,HUILA,MUNICIPIO,ÍQUIRA,IQUIRA,N 2°39' 8{COM},W75°38'24{COM},1122,784813,1160255,OESTE
669,HUILA,MUNICIPIO,ISNOS,ISNOS,N 1°56' 8{COM},W76°14'26{COM},1900,705496,1093503,OESTE
670,HUILA,MUNICIPIO,LA ARGENTINA,LA ARGENTINA,N 2°11'55{COM},W75°59' 0{COM},1540,734606,1122105,OESTE
671,HUILA,MUNICIPIO,LA PLATA,LA PLATA,N 2°23'39{COM},W75°53'41{COM},1018,756242,1131947,OESTE
672,HUILA,MUNICIPIO,NÁTAGA,NATAGA,N 2°32'49{COM},W75°48'48{COM},1475,773148,1140985,OESTE
673,HUILA,MUNICIPIO,OPORAPA,OPORAPA,N 2° 2'51{COM},W75°59'33{COM},1069,717893,1121097,OESTE
674,HUILA,MUNICIPIO,PAICOL,PAICOL,N 2°27' 6{COM},W75°46'43{COM},866,762613,1144858,OESTE
675,HUILA,MUNICIPIO,PALERMO,PALERMO,N 2°53'30{COM},W75°26'15{COM},549,811287,849157,BOGOTA
676,HUILA,MUNICIPIO,PALESTINA,PALESTINA,N 1°44'15{COM},W76° 8'31{COM},1740,683599,1104487,OESTE
677,HUILA,MUNICIPIO,PITAL,PITAL,N 2°16'13{COM},W75°48'29{COM},918,742548,1141601,OESTE
678,HUILA,MUNICIPIO,PITALITO,PITALITO,N 1°52' 4{COM},W76° 3'23{COM},1271,698012,1114000,OESTE
679,HUILA,MUNICIPIO,RIVERA,RIVERA,N 2°46'52{COM},W75°15'39{COM},700,799038,868791,BOGOTA
680,HUILA,MUNICIPIO,SALADOBLANCO,SALADOBLANCO,N 2° 0'53{COM},W76° 3' 2{COM},1415,714263,1114640,OESTE
681,HUILA,MUNICIPIO,SAN AGUSTÍN,SAN AGUSTIN,N 1°53'40{COM},W76°18'11{COM},1627,700946,1086550,OESTE
682,HUILA,MUNICIPIO,SANTA MARÍA,SANTA MARIA,N 2°56'42{COM},W75°35'52{COM},1700,817205,1164911,OESTE
683,HUILA,MUNICIPIO,SUAZA,SUAZA,N 1°58'50{COM},W75°48'56{COM},1000,710503,1140793,OESTE
684,HUILA,MUNICIPIO,TARQUI,TARQUI,N 2° 6'57{COM},W75°49'40{COM},840,725464,1139421,OESTE
685,HUILA,MUNICIPIO,TELLO,TELLO,N 3° 4' 8{COM},W75° 8'31{COM},573,830853,882044,BOGOTA
686,HUILA,MUNICIPIO,TERUEL,TERUEL,N 2°44'39{COM},W75°34'16{COM},853,794990,834276,BOGOTA
687,HUILA,MUNICIPIO,TESALIA,TESALIA,N 2°29'24{COM},W75°43'56{COM},833,766859,1150015,OESTE
688,HUILA,MUNICIPIO,TIMANÁ,TIMANA,N 1°58'57{COM},W75°56'55{COM},1011,710707,1125986,OESTE
689,HUILA,MUNICIPIO,VILLAVIEJA,VILLAVIEJA,N 3°13'23{COM},W75°13'21{COM},375,847913,873106,BOGOTA
690,HUILA,MUNICIPIO,YAGUARÁ,YAGUARA,N 2°39'58{COM},W75°31'10{COM},681,786349,840013,BOGOTA
691,LA GUAJIRA,MUNICIPIO,RIOHACHA,RIOHACHA,N11°32'59{COM},W72°54'44{COM},3,1768997,1127495,BOGOTA
692,LA GUAJIRA,MUNICIPIO,ALBANIA,ALBANIA,N11° 9'53{COM},W72°35'41{COM},100,1726556,1162355,BOGOTA
693,LA GUAJIRA,MUNICIPIO,BARRANCAS,BARRANCAS,N10°57'33{COM},W72°47'28{COM},149,1703712,1140996,BOGOTA
694,LA GUAJIRA,MUNICIPIO,DIBULLA,DIBULLA,N11°16'34{COM},W73°18'45{COM},3,1738580,1083905,BOGOTA
695,LA GUAJIRA,MUNICIPIO,DISTRACCIÓN,DISTRACCION,N10°54' 7{COM},W72°53'24{COM},205,1697337,1130209,BOGOTA
696,LA GUAJIRA,MUNICIPIO,EL MOLINO,EL MOLINO,N10°39'21{COM},W72°55'39{COM},255,1670092,1126211,BOGOTA
697,LA GUAJIRA,MUNICIPIO,FONSECA,FONSECA,N10°53'33{COM},W72°51'14{COM},181,1696307,1134162,BOGOTA
698,LA GUAJIRA,MUNICIPIO,HATO NUEVO,HATO NUEVO,N11° 4' 6{COM},W72°46'10{COM},179,1715801,1143312,BOGOTA
699,LA GUAJIRA,MUNICIPIO,LA JAGUA DEL PILAR,LA JAGUA DEL PILAR,N10°30'52{COM},W73° 4'32{COM},200,1654394,1110059,BOGOTA
700,LA GUAJIRA,MUNICIPIO,MAICAO,MAICAO,N11°23' 4{COM},W72°14'40{COM},51,1750708,872995,ESTE
701,LA GUAJIRA,MUNICIPIO,MANAURE,MANAURE,N11°46'46{COM},W72°26'59{COM},3,1794512,850794,ESTE
702,LA GUAJIRA,MUNICIPIO,SAN JUAN DEL CESAR,SAN JUAN DEL CESAR,N10°46'25{COM},W73° 0'31{COM},216,1683090,1117289,BOGOTA
703,LA GUAJIRA,MUNICIPIO,URIBIA,URIBIA,N11°43' 1{COM},W72°16'11{COM},23,1787508,870389,ESTE
704,LA GUAJIRA,MUNICIPIO,URUMITA,URUMITA,N10°33'29{COM},W73° 0'53{COM},250,1659241,1116703,BOGOTA
705,LA GUAJIRA,MUNICIPIO,VILLANUEVA,VILLANUEVA,N10°36'33{COM},W72°59' 4{COM},235,1664907,1119998,BOGOTA
706,MAGDALENA,MUNICIPIO,SANTA MARTA (Distrito Turístico Cultural E Histórico),SANTA MARTA,N11°14'51{COM},W74°12' 6{COM},2,1735307,986814,BOGOTA
707,MAGDALENA,MUNICIPIO,ALGARROBO,ALGARROBO,N10°11'17{COM},W74° 3'53{COM},100,1618115,1001775,BOGOTA
708,MAGDALENA,MUNICIPIO,ARACATACA,ARACATACA,N10°35'35{COM},W74°11'26{COM},33,1662915,988001,BOGOTA
709,MAGDALENA,MUNICIPIO,ARIGUANÍ,EL DIFICIL,N 9°51' 1{COM},W74°14'19{COM},187,1580758,982702,BOGOTA
710,MAGDALENA,MUNICIPIO,CERRO DE SAN ANTONIO,CERRO DE SAN ANTONIO,N10°19'44{COM},W74°52'22{COM},7,1633800,913264,BOGOTA
711,MAGDALENA,MUNICIPIO,CHIVOLO,CHIVOLO,N10° 1'42{COM},W74°38' 6{COM},100,1600500,939253,BOGOTA
712,MAGDALENA,MUNICIPIO,CIÉNAGA,CIENAGA,N11° 0'35{COM},W74°15'16{COM},3,1709008,981035,BOGOTA
713,MAGDALENA,MUNICIPIO,CONCORDIA,CONCORDIA,N10°15'40{COM},W74°50'13{COM},25,1626293,917171,BOGOTA
714,MAGDALENA,MUNICIPIO,EL BANCO,EL BANCO,N 9° 0'18{COM},W73°58'41{COM},35,1487263,1011311,BOGOTA
715,MAGDALENA,MUNICIPIO,EL PIÑÓN,EL PIÑON,N10°24'21{COM},W74°49'37{COM},5,1642300,918304,BOGOTA
716,MAGDALENA,MUNICIPIO,EL RETÉN,EL RETEN,N10°36'50{COM},W74°16'25{COM},20,1665224,978913,BOGOTA
717,MAGDALENA,MUNICIPIO,FUNDACIÓN,FUNDACION,N10°31'17{COM},W74°11'13{COM},45,1654988,988394,BOGOTA
718,MAGDALENA,MUNICIPIO,GUAMAL,GUAMAL,N 9° 8'50{COM},W74°13'48{COM},24,1502995,983613,BOGOTA
719,MAGDALENA,MUNICIPIO,NUEVA GRANADA,GRANADA,N 9°48' 9{COM},W74°23'43{COM},112,1575485,965512,BOGOTA
720,MAGDALENA,MUNICIPIO,PEDRAZA,PEDRAZA,N10°11'27{COM},W74°55'12{COM},10,1618542,908051,BOGOTA
721,MAGDALENA,MUNICIPIO,PIJIÑO DEL CARMEN,PIJIÑO DEL CARMEN,N 9°20' 0{COM},W74°27'26{COM},25,1523599,958659,BOGOTA
722,MAGDALENA,MUNICIPIO,PIVIJAY,PIVIJAY,N10°28' 1{COM},W74°37'15{COM},4,1649014,940887,BOGOTA
723,MAGDALENA,MUNICIPIO,PLATO,PLATO,N 9°47'32{COM},W74°47'14{COM},14,1574414,922507,BOGOTA
724,MAGDALENA,MUNICIPIO,PUEBLOVIEJO,PUEBLOVIEJO,N10°59'51{COM},W74°17'16{COM},1,1707658,977392,BOGOTA
725,MAGDALENA,MUNICIPIO,REMOLINO,REMOLINO,N10°42'17{COM},W74°43'11{COM},5,1675337,930114,BOGOTA
726,MAGDALENA,MUNICIPIO,SABANAS DE SAN ANGEL,SAN ANGEL,N10° 2' 3{COM},W74°13' 3{COM},140,1601097,985026,BOGOTA
727,MAGDALENA,MUNICIPIO,SALAMINA,SALAMINA,N10°29'37{COM},W74°47'54{COM},5,1652003,921459,BOGOTA
728,MAGDALENA,MUNICIPIO,SAN SEBASTIÁN DE BUENAVISTA,SAN SEBASTIAN DE BUENAVISTA,N 9°14'25{COM},W74°21'20{COM},22,1513296,969820,BOGOTA
729,MAGDALENA,MUNICIPIO,SAN ZENÓN,SAN ZENON,N 9°14'43{COM},W74°30'13{COM},25,1513865,953551,BOGOTA
730,MAGDALENA,MUNICIPIO,SANTA ANA,SANTA ANA,N 9°19'25{COM},W74°34'34{COM},25,1522539,945596,BOGOTA
731,MAGDALENA,MUNICIPIO,SANTA BARBARA DE PINTO,SANTA BARBARA DE PINTO,N 9°25'40{COM},W74°42'46{COM},25,1534085,930601,BOGOTA
732,MAGDALENA,MUNICIPIO,SITIONUEVO,SITIONUEVO,N10°46'43{COM},W74°43'30{COM},5,1683512,929554,BOGOTA
733,MAGDALENA,MUNICIPIO,TENERIFE,TENERIFE,N 9°54' 6{COM},W74°51'54{COM},20,1586539,914002,BOGOTA
734,MAGDALENA,MUNICIPIO,ZAPAYÁN,PUNTA DE PIEDRAS,N10°10'17{COM},W74°43'16{COM},24,1616341,929842,BOGOTA
735,MAGDALENA,MUNICIPIO,ZONA BANANERA,PRADO-SEVILLA,N10°45'58{COM},W74° 8'37{COM},20,1682056,993143,BOGOTA
736,META,MUNICIPIO,VILLAVICENCIO,VILLAVICENCIO,N 4° 9'17{COM},W73°38'31{COM},467,950879,1048741,BOGOTA
737,META,MUNICIPIO,ACACÍAS,ACACIAS,N 3°59'16{COM},W73°45'47{COM},523,932412,1035301,BOGOTA
738,META,MUNICIPIO,BARRANCA DE UPÍA,BARRANCA DE UPIA,N 4°34'32{COM},W72°58' 8{COM},225,997498,1123411,BOGOTA
739,META,MUNICIPIO,CABUYARO,CABUYARO,N 4°17' 7{COM},W72°47'56{COM},175,965422,1142336,BOGOTA
740,META,MUNICIPIO,CASTILLA LA NUEVA,CASTILLA LA NUEVA,N 3°49'49{COM},W73°41'34{COM},400,914998,1043114,BOGOTA
741,META,MUNICIPIO,CUBARRAL,CUBARRAL,N 3°47'49{COM},W73°50'36{COM},565,911306,1026391,BOGOTA
742,META,MUNICIPIO,CUMARAL,CUMARAL,N 4°16'24{COM},W73°29'29{COM},412,964007,1065448,BOGOTA
743,META,MUNICIPIO,EL CALVARIO,EL CALVARIO,N 4°21'17{COM},W73°43' 1{COM},1900,972992,1040403,BOGOTA
744,META,MUNICIPIO,EL CASTILLO,EL CASTILLO,N 3°33'55{COM},W73°47'54{COM},350,885689,1031398,BOGOTA
745,META,MUNICIPIO,EL DORADO,EL DORADO,N 3°44'29{COM},W73°50'16{COM},550,905163,1027010,BOGOTA
746,META,MUNICIPIO,FUENTE DE ORO,FUENTE DE ORO,N 3°27'49{COM},W73°37'22{COM},295,874455,1050910,BOGOTA
747,META,MUNICIPIO,GRANADA,GRANADA,N 3°32'55{COM},W73°42'36{COM},333,883850,1041214,BOGOTA
748,META,MUNICIPIO,GUAMAL,GUAMAL,N 3°52'51{COM},W73°46'21{COM},521,920585,1034256,BOGOTA
749,META,MUNICIPIO,LA MACARENA,LA MACARENA,N 2°10'59{COM},W73°47' 2{COM},233,732844,1033043,BOGOTA
750,META,MUNICIPIO,LEJANÍAS,LEJANIAS,N 3°31'51{COM},W74° 1'27{COM},700,881876,1006306,BOGOTA
